Price,Postal Code,Facades,Habitable Surface,Land Surface,Type,Subtype,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,Garden Exists,State of Building,Living Surface,EPC,Consumption Per m2,Heating Type,Province
389000.0,1070,2.0,235.0,80.0,HOUSE,HOUSE,6.0,3.0,3.0,12.0,SEMI_EQUIPPED,0,0,,1,TO_RENOVATE,35.0,G,461.0,GAS,BRUSSEL
449000.0,1700,4.0,130.0,433.0,HOUSE,VILLA,4.0,1.0,1.0,6.0,NOT_INSTALLED,0,1,15.0,1,TO_RENOVATE,38.0,F,853.0,GAS,VLAAMS-BRABANT
550000.0,9000,2.0,340.0,151.0,HOUSE,HOUSE,7.0,2.0,2.0,11.0,USA_HYPER_EQUIPPED,0,1,21.0,0,GOOD,42.0,B,136.0,GAS,OOST-VLAANDEREN
699000.0,9506,4.0,256.0,3828.0,HOUSE,VILLA,5.0,1.0,2.0,8.0,INSTALLED,0,1,45.0,1,AS_NEW,36.0,E,410.0,GAS,OOST-VLAANDEREN
249000.0,9600,3.0,167.0,653.0,HOUSE,VILLA,3.0,1.0,1.0,5.0,SEMI_EQUIPPED,0,1,20.0,1,TO_RENOVATE,,F,695.0,,OOST-VLAANDEREN
159000.0,4610,2.0,70.0,90.0,HOUSE,HOUSE,2.0,1.0,1.0,4.0,INSTALLED,0,1,9.0,0,GOOD,25.0,E,367.0,GAS,LUIK
269500.0,8582,3.0,140.0,188.0,HOUSE,HOUSE,3.0,1.0,2.0,6.0,INSTALLED,0,1,,0,GOOD,,C,257.0,GAS,WEST-VLAANDEREN
290000.0,4000,2.0,132.0,224.0,HOUSE,HOUSE,3.0,1.0,2.0,6.0,USA_HYPER_EQUIPPED,0,1,24.0,1,GOOD,,D,284.0,GAS,LUIK
379000.0,2930,2.0,215.0,361.0,HOUSE,HOUSE,2.0,2.0,3.0,7.0,INSTALLED,0,1,,1,TO_BE_DONE_UP,,F,560.0,GAS,ANTWERPEN
80000.0,6044,,91.0,0.0,HOUSE,HOUSE,2.0,,,2.0,NOT_INSTALLED,0,0,,0,TO_BE_DONE_UP,,F,491.0,FUELOIL,HENEGOUWEN
430000.0,6250,,227.0,868.0,HOUSE,HOUSE,4.0,,1.0,5.0,HYPER_EQUIPPED,0,0,,0,GOOD,36.0,A+,15.0,ELECTRIC,HENEGOUWEN
460000.0,6001,,370.0,370.0,HOUSE,HOUSE,0.0,,,,SEMI_EQUIPPED,0,0,,0,TO_BE_DONE_UP,,B,169.0,GAS,HENEGOUWEN
299000.0,6010,,124.0,330.0,HOUSE,HOUSE,2.0,,,2.0,SEMI_EQUIPPED,0,0,,0,AS_NEW,,D,316.0,GAS,HENEGOUWEN
270000.0,9400,2.0,270.0,240.0,HOUSE,HOUSE,4.0,2.0,3.0,9.0,INSTALLED,0,0,,0,GOOD,,F,503.0,,OOST-VLAANDEREN
270000.0,9400,2.0,270.0,240.0,HOUSE,MANOR_HOUSE,4.0,2.0,3.0,9.0,INSTALLED,0,0,,0,GOOD,,F,503.0,,OOST-VLAANDEREN
459000.0,9000,,80.0,165.0,HOUSE,MIXED_USE_BUILDING,3.0,3.0,3.0,9.0,,0,0,,0,TO_BE_DONE_UP,,E,491.0,,OOST-VLAANDEREN
550000.0,1190,,195.0,120.0,HOUSE,HOUSE,4.0,2.0,,6.0,INSTALLED,0,0,,1,,,G,378.0,GAS,BRUSSEL
500000.0,1640,,165.0,510.0,HOUSE,TOWN_HOUSE,4.0,2.0,,6.0,,0,1,11.0,1,TO_RENOVATE,,F,648.0,,VLAAMS-BRABANT
